listing_id,total_bookings,total_duration,avg_duration,min_duration,max_duration,num_of_short_stays,num_of_long_stays
43953071.0,22,155,7.045454545454546,4,10,16,6
43966113.0,64,137,2.140625,1,4,64,0
43967466.0,19,77,4.052631578947368,2,6,19,0
43975416.0,38,108,2.8421052631578947,1,5,38,0
43976297.0,32,249,7.78125,6,10,14,18
43978289.0,52,98,1.8846153846153846,1,4,52,0
43980955.0,27,205,7.592592592592593,4,10,12,15
43991360.0,95,846,8.905263157894737,6,11,8,87
43992679.0,89,789,8.865168539325843,4,11,8,81
43998777.0,188,542,2.882978723404255,1,6,188,0
44001707.0,30,109,3.6333333333333333,2,5,30,0
44002050.0,24,174,7.25,3,9,11,13
44007685.0,186,393,2.1129032258064515,1,5,186,0
44009874.0,25,234,9.36,2,13,3,22
44012773.0,2,5,2.5,2,3,2,0
44019195.0,12,44,3.6666666666666665,2,6,12,0
44026238.0,21,166,7.904761904761905,6,11,10,11
44035369.0,10,47,4.7,3,6,10,0
44040840.0,172,367,2.133720930232558,1,5,172,0
44041154.0,23,231,10.043478260869565,3,12,1,22
44043024.0,134,678,5.059701492537314,3,8,132,2
44046043.0,2,3,1.5,1,2,2,0
44046661.0,143,286,2.0,1,5,143,0
44047282.0,148,296,2.0,1,4,148,0
44048481.0,2,4,2.0,1,3,2,0
44054491.0,258,525,2.0348837209302326,1,4,258,0
44055568.0,10,48,4.8,4,6,10,0
44068155.0,43,429,9.976744186046512,6,13,1,42
44069581.0,101,305,3.01980198019802,1,6,101,0
44072521.0,25,192,7.68,3,9,10,15
44075028.0,20,198,9.9,3,12,1,19
44075827.0,21,203,9.666666666666666,7,12,1,20
44082262.0,32,254,7.9375,7,10,11,21
44082750.0,1,4,4.0,4,4,1,0
44087035.0,8,76,9.5,5,11,1,7
44091617.0,44,131,2.977272727272727,1,5,44,0
44094371.0,24,56,2.3333333333333335,1,4,24,0
44094579.0,5,42,8.4,7,9,1,4
44094783.0,16,119,7.4375,3,9,6,10
44095149.0,40,119,2.975,1,5,40,0
44097083.0,121,249,2.0578512396694215,1,4,121,0
44109900.0,164,485,2.957317073170732,1,5,164,0
44111008.0,78,169,2.1666666666666665,1,6,78,0
44115993.0,28,269,9.607142857142858,5,11,2,26
44117122.0,22,72,3.272727272727273,1,6,22,0
44117126.0,54,376,6.962962962962963,3,9,37,17
44120519.0,89,176,1.9775280898876404,1,4,89,0
44126119.0,35,179,5.114285714285714,3,7,35,0
44127614.0,18,35,1.9444444444444444,1,3,18,0
44134668.0,31,73,2.3548387096774195,1,5,31,0
44136190.0,5,12,2.4,1,4,5,0
44140621.0,28,260,9.285714285714286,3,11,2,26
44141120.0,225,1110,4.933333333333334,1,8,223,2
44141953.0,63,313,4.968253968253968,2,7,63,0
44142242.0,225,1112,4.942222222222222,2,8,224,1
44144075.0,79,158,2.0,1,4,79,0
44145027.0,27,54,2.0,1,4,27,0
44145319.0,176,363,2.0625,1,5,176,0
44145596.0,38,296,7.7894736842105265,2,10,13,25
44148009.0,37,69,1.864864864864865,1,4,37,0
44148282.0,2,8,4.0,4,4,2,0
44148611.0,85,262,3.0823529411764707,2,5,85,0
44149028.0,187,1281,6.850267379679145,2,10,130,57
44150316.0,3,18,6.0,5,7,3,0
44152462.0,92,198,2.152173913043478,1,4,92,0
44158148.0,2,3,1.5,1,2,2,0
44158728.0,171,1675,9.7953216374269,4,12,9,162
44159862.0,15,30,2.0,1,3,15,0
44160477.0,234,478,2.0427350427350426,1,5,234,0
44162855.0,15,31,2.066666666666667,1,4,15,0
44174305.0,2,4,2.0,1,3,2,0
44180950.0,6,42,7.0,6,8,5,1
44192553.0,31,284,9.161290322580646,5,11,2,29
44202236.0,11,39,3.5454545454545454,2,6,11,0
44223049.0,93,285,3.064516129032258,1,5,93,0
44230229.0,328,1942,5.920731707317073,2,9,301,27
44231717.0,246,2421,9.841463414634147,3,13,12,234
44238211.0,4,19,4.75,4,5,4,0
44239357.0,35,240,6.857142857142857,5,9,27,8
44239853.0,14,65,4.642857142857143,2,7,14,0
44240881.0,102,977,9.57843137254902,2,12,6,96
44257148.0,235,480,2.0425531914893615,1,5,235,0
44257150.0,210,1433,6.8238095238095235,2,10,148,62
44264032.0,199,422,2.120603015075377,1,5,199,0
44265422.0,6,13,2.1666666666666665,1,3,6,0
44266069.0,150,450,3.0,1,5,150,0
44271725.0,80,473,5.9125,3,8,74,6
44272409.0,39,233,5.9743589743589745,4,9,35,4
44272734.0,44,260,5.909090909090909,2,8,41,3
44285143.0,93,469,5.043010752688172,2,7,93,0
44291179.0,30,203,6.766666666666667,3,9,21,9
44296044.0,7,9,1.2857142857142858,1,2,7,0
44296525.0,16,27,1.6875,1,3,16,0
44300691.0,254,1732,6.818897637795276,2,10,180,74
44300994.0,2,3,1.5,1,2,2,0
44310533.0,1,2,2.0,2,2,1,0
44324833.0,236,492,2.0847457627118646,1,5,236,0
44328380.0,285,1384,4.856140350877193,2,8,283,2
44329307.0,8,23,2.875,2,4,8,0
44331101.0,18,35,1.9444444444444444,1,5,18,0
44333593.0,2,6,3.0,3,3,2,0
44334909.0,125,853,6.824,2,9,89,36
44346885.0,27,237,8.777777777777779,6,11,5,22
44349389.0,341,1718,5.038123167155425,2,8,338,3
44367154.0,210,1018,4.847619047619047,1,8,209,1
44367589.0,88,419,4.761363636363637,2,7,88,0
44371780.0,37,180,4.864864864864865,3,6,37,0
44372857.0,2,3,1.5,1,2,2,0
44375072.0,5,5,1.0,1,1,5,0
44377648.0,5,19,3.8,2,6,5,0
44379099.0,13,28,2.1538461538461537,1,4,13,0
44385231.0,36,74,2.0555555555555554,1,4,36,0
44390412.0,35,106,3.0285714285714285,1,5,35,0
44394920.0,66,335,5.075757575757576,3,8,65,1
44403858.0,568,2802,4.933098591549296,2,8,566,2
44404326.0,3,18,6.0,5,7,3,0
44404636.0,1,4,4.0,4,4,1,0
44418001.0,8,13,1.625,1,4,8,0
44421818.0,7,22,3.142857142857143,2,4,7,0
44424282.0,224,2172,9.696428571428571,2,13,11,213
44424636.0,2,6,3.0,2,4,2,0
44424903.0,169,664,3.9289940828402368,1,7,169,0
44427811.0,15,94,6.266666666666667,4,8,14,1
44437175.0,179,880,4.916201117318436,2,7,179,0
44437654.0,213,1088,5.107981220657277,2,8,211,2
44444501.0,224,1954,8.723214285714286,2,12,24,200
44444979.0,265,1317,4.969811320754717,2,9,261,4
44447012.0,33,104,3.1515151515151514,1,5,33,0
44449129.0,362,2461,6.798342541436464,2,10,264,98
44452286.0,253,1241,4.905138339920948,2,7,253,0
44454150.0,148,574,3.8783783783783785,1,6,148,0
44454579.0,77,728,9.454545454545455,3,12,4,73
44456794.0,77,376,4.883116883116883,2,7,77,0
44460328.0,104,212,2.0384615384615383,1,4,104,0
44460602.0,125,242,1.936,1,5,125,0
44463987.0,22,87,3.9545454545454546,2,6,22,0
44470066.0,53,520,9.81132075471698,2,12,2,51
44470172.0,218,462,2.1192660550458715,1,4,218,0
44472511.0,306,1486,4.856209150326797,2,8,305,1
44472602.0,175,1197,6.84,2,9,127,48
44482497.0,1,3,3.0,3,3,1,0
44483171.0,105,718,6.838095238095238,4,9,79,26
44489465.0,90,190,2.111111111111111,1,4,90,0
44499937.0,57,565,9.912280701754385,6,12,1,56
44504334.0,2,8,4.0,2,6,2,0
44512402.0,4,6,1.5,1,3,4,0
44515755.0,5,14,2.8,1,4,5,0
44519046.0,274,2640,9.635036496350365,2,13,15,259
44521864.0,28,59,2.107142857142857,1,4,28,0
44524818.0,281,2674,9.516014234875446,2,13,18,263
44532389.0,30,232,7.733333333333333,3,11,14,16
44535695.0,303,2936,9.689768976897689,2,13,21,282
44543671.0,70,91,1.3,1,3,70,0
44544624.0,17,23,1.3529411764705883,1,2,17,0
44547695.0,81,570,7.037037037037037,3,10,53,28
44551437.0,62,245,3.9516129032258065,1,6,62,0
44565820.0,20,40,2.0,1,3,20,0
44572340.0,34,241,7.088235294117647,5,10,22,12
44575033.0,57,453,7.947368421052632,4,11,18,39
44584136.0,67,149,2.2238805970149254,1,4,67,0
44587841.0,31,307,9.903225806451612,7,12,1,30
44589839.0,289,1408,4.8719723183391,2,9,286,3
44590444.0,73,704,9.643835616438356,2,12,6,67
44591954.0,226,1086,4.8053097345132745,2,8,225,1
44592663.0,203,1035,5.098522167487685,2,7,203,0
44594034.0,23,50,2.1739130434782608,1,4,23,0
44597944.0,96,635,6.614583333333333,2,10,73,23
44601745.0,195,1878,9.63076923076923,2,13,14,181
44605806.0,2,5,2.5,2,3,2,0
44612031.0,49,300,6.122448979591836,3,9,43,6
44618884.0,3,5,1.6666666666666667,1,3,3,0
44623236.0,10,70,7.0,5,9,7,3
44623462.0,16,111,6.9375,5,8,9,7
44628557.0,27,248,9.185185185185185,7,12,1,26
44636881.0,359,494,1.3760445682451254,1,4,359,0
44637066.0,361,504,1.3961218836565097,1,4,361,0
44637099.0,354,496,1.4011299435028248,1,4,354,0
44637131.0,330,470,1.4242424242424243,1,4,330,0
44638066.0,39,148,3.7948717948717947,1,6,39,0
44639907.0,24,230,9.583333333333334,8,12,0,24
44645998.0,10,78,7.8,3,10,2,8
44654265.0,63,314,4.984126984126984,2,7,63,0
44671913.0,59,118,2.0,1,4,59,0
44671915.0,30,59,1.9666666666666666,1,4,30,0
44676457.0,31,306,9.870967741935484,6,12,1,30
44681470.0,57,124,2.175438596491228,1,4,57,0
44693781.0,37,66,1.7837837837837838,1,3,37,0
44697269.0,654,5726,8.755351681957187,2,12,79,575
44698337.0,1,8,8.0,8,8,0,1
44701940.0,84,180,2.142857142857143,1,4,84,0
44704372.0,211,1427,6.76303317535545,2,10,155,56
44737375.0,289,610,2.110726643598616,1,6,289,0
44738822.0,209,471,2.2535885167464116,1,4,209,0
44739815.0,249,516,2.072289156626506,1,6,249,0
44741204.0,68,661,9.720588235294118,2,13,5,63
44744975.0,199,1889,9.492462311557789,2,13,17,182
44754549.0,86,668,7.767441860465116,3,10,27,59
44772201.0,101,427,4.227722772277228,2,7,101,0
44775466.0,196,386,1.969387755102041,1,5,196,0
44777278.0,51,456,8.941176470588236,3,12,4,47
44778173.0,24,97,4.041666666666667,2,6,24,0
44783114.0,244,493,2.0204918032786887,1,4,244,0
44788166.0,3,9,3.0,2,4,3,0
44800203.0,29,112,3.8620689655172415,2,6,29,0
44800374.0,24,227,9.458333333333334,3,12,2,22
44803617.0,20,206,10.3,8,12,0,20
44836683.0,184,911,4.951086956521739,2,8,182,2
44841990.0,69,594,8.608695652173912,2,11,12,57
44847305.0,214,439,2.0514018691588785,1,5,214,0
44928238.0,296,2851,9.631756756756756,2,13,24,272
44929697.0,6,13,2.1666666666666665,1,3,6,0
44994584.0,4,26,6.5,6,8,3,1
44999657.0,73,150,2.0547945205479454,1,4,73,0
45000750.0,99,204,2.0606060606060606,1,4,99,0
45004985.0,47,98,2.0851063829787235,1,5,47,0
45007204.0,37,266,7.1891891891891895,5,10,22,15
45007457.0,24,53,2.2083333333333335,1,4,24,0
45016912.0,132,643,4.871212121212121,2,7,132,0
45048865.0,102,1017,9.970588235294118,3,13,4,98
45053842.0,24,111,4.625,3,7,24,0
45070591.0,159,1560,9.81132075471698,4,13,8,151
45076388.0,26,51,1.9615384615384615,1,4,26,0
45076395.0,8,18,2.25,1,3,8,0
45076397.0,50,106,2.12,1,4,50,0
45076400.0,5,17,3.4,2,5,5,0
45077266.0,17,151,8.882352941176471,4,11,3,14
45083536.0,1,1,1.0,1,1,1,0
45083640.0,59,592,10.033898305084746,3,13,1,58
45086357.0,4,11,2.75,2,4,4,0
45086755.0,167,840,5.029940119760479,2,8,165,2
45094814.0,13,136,10.461538461538462,9,13,0,13
45095851.0,97,561,5.783505154639175,3,8,91,6
45098208.0,41,176,4.2926829268292686,2,7,41,0
45114987.0,240,1645,6.854166666666667,2,9,166,74
45130034.0,281,2706,9.629893238434164,2,13,20,261
45130701.0,1,1,1.0,1,1,1,0
45130706.0,25,44,1.76,1,4,25,0
45132677.0,16,102,6.375,3,8,13,3
45142590.0,156,1036,6.641025641025641,2,10,117,39
45148893.0,51,247,4.8431372549019605,2,7,51,0
45149502.0,31,68,2.193548387096774,1,4,31,0
45149752.0,30,61,2.033333333333333,1,4,30,0
45149887.0,3,7,2.3333333333333335,1,4,3,0
45151825.0,3,7,2.3333333333333335,2,3,3,0
45178219.0,36,275,7.638888888888889,2,11,16,20
45182478.0,20,97,4.85,3,6,20,0
45183730.0,5,7,1.4,1,2,5,0
45184601.0,79,763,9.658227848101266,4,12,5,74
45184972.0,17,34,2.0,1,4,17,0
45185055.0,7,15,2.142857142857143,1,3,7,0
45185922.0,3,7,2.3333333333333335,1,4,3,0
45186871.0,194,406,2.0927835051546393,1,6,194,0
45195511.0,29,57,1.9655172413793103,1,5,29,0
45197793.0,8,25,3.125,2,5,8,0
45203225.0,238,513,2.1554621848739495,1,5,238,0
45234416.0,66,134,2.0303030303030303,1,4,66,0
45238401.0,20,61,3.05,2,5,20,0
45238819.0,2,5,2.5,2,3,2,0
45239011.0,10,31,3.1,1,5,10,0
45241696.0,41,86,2.097560975609756,1,5,41,0
45254260.0,276,2402,8.702898550724637,3,12,34,242
45255616.0,10,73,7.3,5,9,5,5
45261839.0,3,8,2.6666666666666665,2,4,3,0
45263442.0,66,458,6.9393939393939394,2,9,39,27
45265338.0,59,232,3.9322033898305087,2,6,59,0
45267884.0,37,76,2.054054054054054,1,4,37,0
45271286.0,70,670,9.571428571428571,2,12,6,64
45279512.0,17,83,4.882352941176471,2,8,16,1
45279821.0,36,141,3.9166666666666665,2,6,36,0
45283717.0,31,265,8.548387096774194,3,12,4,27
45294165.0,292,1502,5.1438356164383565,2,8,288,4
45294780.0,119,1134,9.529411764705882,2,12,11,108
45297765.0,1,4,4.0,4,4,1,0
45312688.0,1,1,1.0,1,1,1,0
45329104.0,204,1937,9.495098039215685,2,13,18,186
45336924.0,148,595,4.02027027027027,2,7,148,0
45340919.0,21,107,5.095238095238095,3,8,19,2
45342011.0,422,2097,4.969194312796208,2,8,417,5
45343567.0,6,10,1.6666666666666667,1,3,6,0
45348230.0,180,1422,7.9,4,10,56,124
45357026.0,6,59,9.833333333333334,8,11,0,6
45361714.0,1,3,3.0,3,3,1,0
45374505.0,50,249,4.98,2,8,49,1
45376183.0,18,92,5.111111111111111,4,8,17,1
45378440.0,6,31,5.166666666666667,4,6,6,0
45412099.0,254,346,1.3622047244094488,1,4,254,0
45414492.0,3,15,5.0,5,5,3,0
45415174.0,63,305,4.841269841269841,2,7,63,0
45416891.0,29,291,10.03448275862069,8,13,0,29
45422181.0,4,12,3.0,2,4,4,0
45427349.0,12,25,2.0833333333333335,1,3,12,0
45428382.0,56,116,2.0714285714285716,1,4,56,0
45429735.0,30,147,4.9,3,7,30,0
45429840.0,28,133,4.75,2,7,28,0
45430011.0,8,44,5.5,4,7,8,0
45430129.0,1,3,3.0,3,3,1,0
45430266.0,9,47,5.222222222222222,4,7,9,0
45430301.0,1,4,4.0,4,4,1,0
45430367.0,3,16,5.333333333333333,5,6,3,0
45437588.0,152,594,3.9078947368421053,2,6,152,0
45437699.0,8,10,1.25,1,2,8,0
45437989.0,6,41,6.833333333333333,5,9,4,2
45438903.0,58,231,3.9827586206896552,1,6,58,0
45445654.0,105,807,7.685714285714286,2,10,38,67
45446226.0,1,1,1.0,1,1,1,0
45449997.0,2,3,1.5,1,2,2,0
45458791.0,136,1201,8.830882352941176,2,11,16,120
45460985.0,100,493,4.93,2,7,100,0
45461710.0,152,1319,8.677631578947368,2,11,20,132
45462688.0,1,8,8.0,8,8,0,1
45462796.0,113,555,4.911504424778761,3,7,113,0
45467414.0,1,4,4.0,4,4,1,0
45475039.0,32,64,2.0,1,4,32,0
45476656.0,62,123,1.9838709677419355,1,4,62,0
45478089.0,17,119,7.0,5,9,12,5
45486869.0,12,52,4.333333333333333,2,6,12,0
45489052.0,53,107,2.018867924528302,1,4,53,0
45490082.0,11,35,3.1818181818181817,2,4,11,0
45491308.0,208,1043,5.014423076923077,2,8,204,4
45494152.0,204,1023,5.014705882352941,2,8,202,2
45494282.0,236,1163,4.927966101694915,2,8,235,1
45501095.0,64,298,4.65625,2,6,64,0
45503675.0,517,2552,4.9361702127659575,2,8,515,2
45503838.0,461,2249,4.8785249457700655,2,9,455,6
45503913.0,436,2151,4.93348623853211,2,7,436,0
45504264.0,2,7,3.5,3,4,2,0
45510466.0,283,2746,9.703180212014134,2,13,16,267
45511907.0,45,318,7.066666666666666,3,10,28,17
45511915.0,159,462,2.9056603773584904,1,6,159,0
45512915.0,46,323,7.021739130434782,5,9,33,13
45513053.0,64,121,1.890625,1,4,64,0
45513138.0,18,125,6.944444444444445,5,9,12,6
45513949.0,23,52,2.260869565217391,1,4,23,0
45514012.0,33,230,6.96969696969697,5,10,25,8
45514093.0,11,72,6.545454545454546,2,8,7,4
45514199.0,16,112,7.0,4,9,12,4
45514251.0,27,178,6.592592592592593,2,9,21,6
45515897.0,27,69,2.5555555555555554,1,5,27,0
45521365.0,4,30,7.5,7,8,2,2
45523405.0,9,64,7.111111111111111,6,9,7,2
45525736.0,25,152,6.08,2,9,19,6
45526338.0,38,304,8.0,6,10,11,27
45528363.0,16,117,7.3125,5,9,9,7
45528915.0,105,1016,9.676190476190476,2,12,5,100
45531416.0,8,12,1.5,1,3,8,0
45531428.0,235,490,2.0851063829787235,1,4,235,0
45535735.0,147,208,1.4149659863945578,1,4,147,0
45555597.0,51,108,2.1176470588235294,1,4,51,0
45561011.0,84,720,8.571428571428571,2,12,13,71
45563560.0,206,1018,4.941747572815534,2,8,204,2
45568795.0,3,22,7.333333333333333,5,9,1,2
45580208.0,25,57,2.28,1,4,25,0
45588039.0,94,193,2.0531914893617023,1,4,94,0
45588549.0,102,499,4.892156862745098,2,8,101,1
45589741.0,90,452,5.022222222222222,3,8,88,2
45593177.0,213,1651,7.751173708920188,2,11,72,141
45601459.0,283,1382,4.88339222614841,2,8,282,1
45605248.0,85,179,2.1058823529411765,1,5,85,0
45612845.0,73,92,1.2602739726027397,1,4,73,0
45612901.0,41,61,1.4878048780487805,1,3,41,0
45613004.0,36,54,1.5,1,4,36,0
45613059.0,122,728,5.967213114754099,2,9,112,10
45618827.0,136,390,2.8676470588235294,1,7,136,0
45622121.0,282,1377,4.882978723404255,2,8,281,1
45627566.0,16,87,5.4375,4,7,16,0
45628045.0,3,13,4.333333333333333,2,6,3,0
45628500.0,32,131,4.09375,3,6,32,0
45629591.0,21,105,5.0,3,7,21,0
45629909.0,41,195,4.7560975609756095,2,8,40,1
45644836.0,13,42,3.230769230769231,1,5,13,0
45646549.0,4,14,3.5,3,4,4,0
45647213.0,202,1975,9.777227722772277,3,12,8,194
45651792.0,248,1235,4.979838709677419,2,7,248,0
45668882.0,11,24,2.1818181818181817,1,4,11,0
45672231.0,554,2729,4.925992779783393,2,8,553,1
45673709.0,48,248,5.166666666666667,3,7,48,0
45674320.0,11,15,1.3636363636363635,1,3,11,0
45674396.0,19,121,6.368421052631579,2,8,15,4
45679610.0,1,4,4.0,4,4,1,0
45681647.0,6,12,2.0,1,3,6,0
45685762.0,3,9,3.0,3,3,3,0
45685766.0,7,27,3.857142857142857,2,5,7,0
45692982.0,113,224,1.9823008849557522,1,4,113,0
45694875.0,469,2334,4.976545842217484,2,8,464,5
45695299.0,13,17,1.3076923076923077,1,2,13,0
45698740.0,284,1399,4.926056338028169,2,8,283,1
45698879.0,71,346,4.873239436619718,2,7,71,0
45701033.0,75,509,6.786666666666667,3,10,56,19
45701437.0,154,319,2.0714285714285716,1,4,154,0
45708473.0,82,709,8.646341463414634,2,12,13,69
45711026.0,299,600,2.0066889632107023,1,5,299,0
45712379.0,110,446,4.054545454545455,2,6,110,0
45728519.0,70,351,5.014285714285714,2,8,69,1
45729281.0,115,549,4.773913043478261,2,8,114,1
45744371.0,69,346,5.0144927536231885,2,7,69,0
45744665.0,8,21,2.625,2,3,8,0
45744932.0,91,865,9.505494505494505,3,12,7,84
45747929.0,5,36,7.2,6,8,3,2
45752967.0,10,80,8.0,7,9,2,8
45761659.0,2,3,1.5,1,2,2,0
45762315.0,15,29,1.9333333333333333,1,4,15,0
45772183.0,102,887,8.696078431372548,3,11,11,91
45783078.0,65,568,8.738461538461538,2,11,5,60
45784296.0,113,548,4.849557522123894,2,7,113,0
45784524.0,6,12,2.0,1,3,6,0
45786028.0,35,320,9.142857142857142,3,12,5,30
45792001.0,13,27,2.076923076923077,1,3,13,0
45807881.0,117,160,1.3675213675213675,1,4,117,0
45808882.0,149,1025,6.879194630872483,2,10,106,43
45811621.0,127,992,7.811023622047244,2,11,41,86
45814256.0,189,376,1.9894179894179893,1,5,189,0
45821386.0,102,706,6.921568627450981,3,10,70,32
45822566.0,419,3660,8.735083532219571,2,12,51,368
45826846.0,1,3,3.0,3,3,1,0
45827706.0,107,1063,9.934579439252337,2,12,3,104
45834757.0,125,260,2.08,1,5,125,0
45835235.0,69,153,2.217391304347826,1,4,69,0
45841735.0,2,7,3.5,3,4,2,0
45844738.0,18,54,3.0,2,4,18,0
45846191.0,1,2,2.0,2,2,1,0
45846774.0,30,284,9.466666666666667,2,12,1,29
45852169.0,13,130,10.0,8,11,0,13
45853699.0,78,756,9.692307692307692,4,13,2,76
45854255.0,2,5,2.5,2,3,2,0
45854494.0,76,157,2.0657894736842106,1,4,76,0
45856003.0,6,12,2.0,1,3,6,0
45863468.0,62,421,6.790322580645161,2,9,46,16
45864881.0,27,35,1.2962962962962963,1,3,27,0
45872181.0,291,1437,4.938144329896907,2,8,289,2
45872306.0,11,19,1.7272727272727273,1,3,11,0
45872701.0,179,936,5.229050279329609,2,8,177,2
45872891.0,25,78,3.12,1,5,25,0
45874605.0,168,827,4.9226190476190474,2,8,166,2
45875117.0,26,47,1.8076923076923077,1,4,26,0
45881033.0,28,167,5.964285714285714,3,8,26,2
45881547.0,22,217,9.863636363636363,8,12,0,22
45885882.0,109,743,6.81651376146789,3,9,78,31
45888865.0,38,76,2.0,1,4,38,0
45890014.0,65,427,6.569230769230769,2,9,48,17
45891609.0,50,338,6.76,2,9,37,13
45892559.0,55,375,6.818181818181818,5,9,40,15
45893114.0,69,453,6.565217391304348,2,9,51,18
45893675.0,3,6,2.0,1,3,3,0
45903549.0,30,94,3.1333333333333333,1,6,30,0
45903659.0,186,887,4.768817204301075,2,8,185,1
45906579.0,75,502,6.693333333333333,3,10,62,13
45906932.0,40,271,6.775,2,10,29,11
45907480.0,65,461,7.092307692307692,2,9,41,24
45923290.0,21,103,4.904761904761905,3,7,21,0
45926539.0,1,3,3.0,3,3,1,0
45947254.0,224,475,2.1205357142857144,1,5,224,0
45947376.0,132,280,2.121212121212121,1,4,132,0
45950602.0,33,80,2.4242424242424243,1,5,33,0
45954224.0,13,18,1.3846153846153846,1,3,13,0
45963105.0,35,183,5.228571428571429,3,7,35,0
45963161.0,188,738,3.925531914893617,1,7,188,0
45973538.0,150,290,1.9333333333333333,1,4,150,0
45975729.0,50,63,1.26,1,3,50,0
45980285.0,21,145,6.904761904761905,3,10,16,5
45981294.0,83,415,5.0,2,8,82,1
45982567.0,80,397,4.9625,2,7,80,0
45984124.0,132,279,2.1136363636363638,1,4,132,0
45984403.0,4,6,1.5,1,2,4,0
45988505.0,1,3,3.0,3,3,1,0
45989282.0,1,1,1.0,1,1,1,0
46000369.0,188,733,3.898936170212766,1,7,188,0
46008930.0,12,79,6.583333333333333,5,9,9,3
46009611.0,6,41,6.833333333333333,6,8,5,1
46014679.0,4,9,2.25,2,3,4,0
46015921.0,24,69,2.875,1,5,24,0
46016731.0,67,261,3.8955223880597014,1,7,67,0
46038068.0,3,8,2.6666666666666665,2,3,3,0
46053037.0,5,7,1.4,1,2,5,0
46060050.0,27,181,6.703703703703703,4,9,22,5
46061049.0,18,136,7.555555555555555,5,10,7,11
46061199.0,20,145,7.25,3,9,9,11
46064663.0,104,702,6.75,3,10,75,29
46065771.0,33,275,8.333333333333334,4,10,7,26
46070014.0,49,479,9.775510204081632,3,12,3,46
46078460.0,21,184,8.761904761904763,4,11,3,18
46084732.0,1,3,3.0,3,3,1,0
46086563.0,131,622,4.748091603053435,2,7,131,0
46118957.0,206,1400,6.796116504854369,2,10,146,60
46119635.0,136,1174,8.632352941176471,2,12,19,117
46121375.0,4,8,2.0,2,2,4,0
46122467.0,12,36,3.0,2,4,12,0
46131215.0,18,111,6.166666666666667,2,9,13,5
46131802.0,1,4,4.0,4,4,1,0
46132037.0,7,24,3.4285714285714284,2,5,7,0
46132375.0,3,4,1.3333333333333333,1,2,3,0
46133303.0,4,6,1.5,1,2,4,0
46133390.0,4,7,1.75,1,2,4,0
46168595.0,137,933,6.810218978102189,3,10,105,32
46171636.0,19,126,6.631578947368421,3,8,14,5
46182572.0,71,353,4.971830985915493,2,8,70,1
46189595.0,1,1,1.0,1,1,1,0
46190366.0,57,389,6.824561403508772,4,9,40,17
46196359.0,1,2,2.0,2,2,1,0
46217977.0,168,1625,9.672619047619047,2,13,10,158
46219955.0,6,40,6.666666666666667,6,7,6,0
46228864.0,181,709,3.9171270718232045,1,7,181,0
46256315.0,1,1,1.0,1,1,1,0
46258610.0,4,21,5.25,5,6,4,0
46270205.0,38,194,5.105263157894737,3,7,38,0
46277020.0,2,4,2.0,1,3,2,0
46286871.0,2,3,1.5,1,2,2,0
46306672.0,13,114,8.76923076923077,6,10,2,11
46307847.0,172,1181,6.866279069767442,2,9,123,49
46324365.0,149,1024,6.87248322147651,3,10,109,40
46331351.0,6,46,7.666666666666667,7,8,2,4
46333097.0,50,485,9.7,4,12,3,47
46344170.0,154,1024,6.64935064935065,2,11,118,36
46344279.0,107,735,6.869158878504673,2,9,74,33
46344684.0,140,967,6.9071428571428575,2,10,100,40
46345429.0,35,173,4.942857142857143,3,7,35,0
46347252.0,70,278,3.9714285714285715,1,7,70,0
46347872.0,32,302,9.4375,4,12,2,30
46348662.0,129,499,3.868217054263566,2,7,129,0
46348987.0,137,535,3.9051094890510947,1,7,137,0
46349061.0,168,669,3.982142857142857,1,6,168,0
46349143.0,153,607,3.9673202614379086,2,7,153,0
46366174.0,3,22,7.333333333333333,7,8,2,1
46372262.0,4,11,2.75,1,4,4,0
46374472.0,138,1376,9.971014492753623,2,13,4,134
46388197.0,1,3,3.0,3,3,1,0
46409008.0,97,466,4.804123711340206,2,7,97,0
46413847.0,531,2084,3.9246704331450095,1,7,531,0
46416805.0,538,4728,8.788104089219331,2,13,72,466
46431272.0,23,34,1.4782608695652173,1,3,23,0
46442448.0,1,3,3.0,3,3,1,0
46464310.0,25,173,6.92,2,10,17,8
46466579.0,38,335,8.81578947368421,5,11,4,34
46467979.0,14,51,3.642857142857143,2,5,14,0
46472835.0,63,559,8.873015873015873,4,11,7,56
46500342.0,45,131,2.911111111111111,1,5,45,0
46544267.0,46,187,4.065217391304348,2,7,46,0
46549736.0,96,465,4.84375,2,7,96,0
46564965.0,70,608,8.685714285714285,2,11,11,59
46565987.0,209,1448,6.92822966507177,3,10,145,64
46565988.0,100,847,8.47,3,12,16,84
46576048.0,34,241,7.088235294117647,5,9,22,12
46611870.0,11,23,2.090909090909091,1,3,11,0
46619076.0,31,289,9.32258064516129,2,12,5,26
46632262.0,64,306,4.78125,2,7,64,0
46635765.0,133,1301,9.781954887218046,2,13,6,127
46653997.0,123,620,5.040650406504065,2,8,122,1
46679672.0,44,116,2.6363636363636362,1,5,44,0
46685637.0,5,8,1.6,1,2,5,0
46708522.0,49,197,4.020408163265306,2,6,49,0
46742008.0,66,103,1.5606060606060606,1,3,66,0
46748985.0,110,549,4.990909090909091,2,8,107,3
46764031.0,4,21,5.25,3,7,4,0
46764435.0,44,90,2.0454545454545454,1,4,44,0
46768983.0,236,2291,9.707627118644067,2,13,17,219
